battery_mAh,screen_height_cm,screen_width_px,weight_g,internal_memory_GB,color_variety,has_4g,screen_height_px,has_wifi,talk_time_hr,primary_camera_mp,brand_popularity,thickness_cm,screen_width_cm,year_release,ram_MB,front_camera_mp,cpu_cores,has_bluetooth,has_3g,cpu_speed_GHz,has_touchscreen,has_dual_sim,price_range
662,17,1224,138,20,5,0,1001,1,15,10,10,0.8,15,2020,2125,5,1,0,0,0.5,1,0,1
1867,6,1442,191,9,1,1,712,1,2,3,9,0.1,1,2017,990,0,6,0,1,2.3,0,0,1
1730,14,1023,143,20,4,1,418,0,12,10,2,0.1,0,2019,1595,0,4,0,1,2.0,1,1,1
1723,5,1361,126,7,4,1,384,1,16,17,6,0.6,0,2022,1213,1,3,1,1,1.0,1,0,1
1882,17,652,140,47,2,0,119,1,11,13,4,0.2,1,2015,2500,8,2,1,0,1.3,0,1,2
803,18,935,106,18,2,0,627,0,12,1,4,0.3,15,2015,2801,0,4,0,0,0.8,1,1,2
580,15,1345,91,47,3,0,1086,0,11,1,5,0.9,1,2021,3451,0,3,1,1,1.2,1,1,3
668,14,1292,114,48,3,1,195,0,4,19,3,0.3,12,2019,1201,2,1,0,1,2.3,1,0,0
1391,14,1256,182,36,1,1,14,0,14,6,1,0.8,7,2019,3139,2,1,0,1,1.4,1,0,2
1560,15,1364,169,22,4,1,745,1,16,1,8,0.8,11,2015,1938,0,7,0,1,2.3,1,0,2
821,8,1786,109,54,1,0,253,0,15,9,5,0.1,4,2023,3185,5,3,0,1,1.8,0,1,2
811,18,1429,106,2,1,1,333,1,2,13,3,0.3,7,2015,2111,5,6,1,1,2.4,0,1,1
1989,7,682,193,17,2,0,629,0,18,15,10,0.1,0,2019,2369,8,8,1,1,2.9,1,1,2
1034,17,1199,120,37,1,0,707,1,12,20,7,0.7,1,2023,3625,6,7,1,0,2.7,1,1,3
618,13,1688,86,6,1,0,1314,1,15,4,7,0.3,10,2018,1051,2,1,0,0,2.1,0,0,0
654,17,1898,196,52,5,1,1715,0,13,4,1,0.7,4,2022,1036,0,4,1,1,1.3,0,0,1
576,6,1438,184,10,3,1,513,1,5,7,9,0.2,0,2020,2938,2,5,1,1,2.8,1,0,2
667,5,1463,185,3,3,1,13,1,19,13,2,0.7,0,2017,2855,6,6,1,1,0.6,0,0,2
869,13,1584,118,57,4,1,1243,0,8,15,5,0.6,3,2018,2727,7,1,1,1,1.0,0,0,2
635,12,1059,149,42,3,0,300,1,18,4,5,0.4,5,2016,2973,2,3,1,0,0.5,0,1,2
609,15,1253,117,44,4,1,58,1,15,16,8,0.3,11,2015,2581,15,1,1,1,3.0,0,0,1
1557,18,1442,123,2,5,0,1107,1,9,20,8,0.1,16,2022,2690,16,5,0,0,2.8,0,1,3
1604,13,939,191,33,3,0,134,1,12,5,7,1.0,10,2015,916,2,8,1,0,1.7,1,0,0
1182,19,986,138,8,5,1,275,0,19,16,7,0.5,17,2015,2563,7,8,0,1,0.5,0,0,2
848,10,1029,148,19,3,1,176,0,14,18,6,0.8,0,2018,3359,10,7,1,1,2.1,0,1,2
1610,8,1280,181,64,3,1,1236,0,9,12,6,0.9,4,2020,941,7,4,1,1,2.9,1,0,1
1828,17,898,199,17,5,0,336,0,4,1,9,0.9,14,2023,2280,0,1,1,0,2.1,0,1,2
880,15,1381,194,50,1,1,1116,1,6,3,6,0.5,9,2015,827,1,7,0,1,2.0,0,1,0
1394,11,1565,175,62,1,1,1010,0,20,13,2,0.3,1,2021,473,10,5,1,1,0.9,1,1,0
1960,10,1299,86,61,1,1,205,0,11,3,2,0.3,7,2019,3865,1,7,1,1,2.3,0,1,3
809,18,1726,91,21,1,0,1453,0,3,19,5,0.9,7,2022,1274,10,7,0,0,0.8,0,0,1
899,11,1331,172,57,3,1,788,0,7,18,4,0.9,1,2021,364,13,2,0,1,0.5,1,1,0
1976,17,1922,171,32,2,0,1301,1,13,7,2,0.8,11,2018,3699,4,2,1,0,0.7,1,1,3
879,14,1038,187,21,5,1,463,1,11,2,3,0.8,13,2018,2927,0,4,0,1,1.5,0,1,2
916,13,992,195,36,2,0,188,0,14,12,7,0.3,0,2020,1470,0,4,1,0,2.6,1,0,0
763,6,1186,92,2,2,1,1028,0,8,14,8,0.5,4,2020,1050,8,8,0,1,1.7,1,1,0
508,18,1920,162,9,4,0,1419,1,10,2,6,0.4,8,2023,2616,0,6,0,1,1.6,1,1,2
825,8,1866,99,34,1,0,1471,0,10,17,5,0.8,2,2019,2915,0,8,0,1,2.9,1,1,3
1864,11,981,178,46,3,1,168,1,18,12,1,0.7,7,2022,2686,8,1,0,1,1.4,1,0,2
1725,19,1195,185,52,1,1,1125,1,5,12,8,1.0,18,2019,1243,8,6,0,1,0.5,1,1,1
1108,16,1706,183,52,1,0,130,1,13,12,3,0.1,1,2016,3264,10,2,1,0,2.9,1,0,3
1011,7,749,131,36,2,1,481,1,16,18,6,0.2,6,2020,2261,4,7,0,1,1.1,1,0,1
1703,5,1711,138,55,4,1,1411,1,20,19,3,0.7,1,2023,2993,17,5,1,1,1.5,1,1,3
1067,12,681,135,58,1,0,79,0,16,0,7,0.5,9,2017,706,0,7,1,0,1.7,1,1,0
1334,10,1974,115,42,5,1,1187,0,8,14,7,0.6,1,2015,2542,5,5,1,1,2.4,0,0,3
775,17,1510,189,30,5,0,561,1,9,10,9,0.4,16,2015,2523,0,7,1,1,2.6,0,0,2
1899,13,814,151,26,1,0,96,1,4,0,5,0.1,11,2017,336,0,2,1,1,0.6,0,0,0
930,11,1025,97,14,2,1,77,0,17,10,8,0.4,7,2019,2457,1,6,1,1,1.3,1,1,1
1058,9,1247,166,19,2,0,493,1,16,14,10,0.4,7,2017,418,2,4,0,0,1.5,0,0,0
1187,13,1814,145,46,3,1,1173,1,8,9,10,0.4,11,2023,3917,0,2,1,1,2.2,0,0,3
1874,8,1233,166,8,4,0,964,1,2,13,8,0.9,1,2022,1246,10,7,1,0,2.7,0,1,1
1482,12,642,142,48,2,0,634,1,12,10,1,0.2,8,2017,2971,2,7,0,1,0.5,1,0,2
1809,10,721,174,59,3,1,639,1,16,4,5,0.1,6,2023,2324,3,3,1,1,1.7,0,0,2
864,18,1670,187,54,5,1,127,1,16,1,3,0.7,2,2020,3121,0,2,1,1,3.0,1,1,2
625,10,550,191,33,5,1,431,0,2,20,1,0.2,6,2021,3801,12,1,1,1,1.9,0,0,2
1880,17,699,138,18,5,1,71,0,7,5,4,0.7,15,2018,3333,4,3,1,1,1.8,0,0,3
1138,19,1138,187,44,1,1,111,0,3,17,8,0.2,3,2018,3475,12,8,0,1,1.4,0,0,3
560,17,1903,146,23,4,0,356,1,18,15,3,1.0,16,2016,2360,14,8,0,0,0.5,1,0,1
1117,7,817,144,12,3,0,798,0,16,8,10,0.6,6,2019,2895,1,7,0,1,0.5,1,0,2
1712,16,1126,137,63,4,0,747,0,19,12,2,0.5,1,2022,3652,1,7,0,1,1.4,0,0,3
1836,5,1139,134,26,1,0,408,0,18,16,9,0.1,0,2021,3097,3,6,1,0,1.7,1,1,3
1036,10,926,119,39,3,0,373,0,2,3,10,0.2,7,2021,2101,0,7,1,0,2.4,1,0,1
1860,9,1506,162,23,3,0,1362,0,8,16,5,0.6,2,2020,3918,15,4,1,0,2.3,1,0,3
1375,19,726,145,9,2,1,475,1,10,19,7,0.9,18,2017,3869,3,7,1,1,1.1,1,0,3
1945,14,1753,195,57,4,1,743,0,14,1,2,0.3,1,2019,732,0,4,0,1,1.6,1,1,1
1896,9,794,141,7,4,1,447,0,18,13,9,0.4,7,2015,3684,8,2,0,1,0.5,0,1,3
788,12,1161,91,57,2,1,42,1,6,12,9,0.9,8,2021,3969,4,8,0,1,2.5,1,1,3
880,12,1350,173,33,5,0,30,0,7,2,4,0.7,1,2023,1414,0,2,1,1,1.7,1,1,0
1323,10,619,131,28,1,1,162,1,15,12,4,0.2,0,2015,1892,10,4,1,1,2.5,1,1,1
1868,8,660,169,42,4,1,347,1,7,4,6,0.2,3,2016,3131,0,1,0,1,2.0,1,1,3
1266,10,1468,184,7,2,1,346,1,4,12,10,0.2,5,2017,2532,0,3,0,1,1.9,1,1,2
1042,18,1705,93,50,3,1,727,1,20,18,10,0.8,0,2017,3215,16,7,0,1,2.7,1,1,3
1479,13,1476,156,19,2,0,180,1,6,10,10,0.6,12,2022,3323,8,3,0,1,0.5,0,0,3
1476,13,1666,171,55,5,1,1641,1,3,5,6,0.1,8,2021,1529,0,4,1,1,1.2,0,1,2
1552,9,1026,123,13,1,1,269,1,9,9,1,0.2,2,2020,2403,6,6,1,1,2.2,1,0,2
1454,7,1033,83,34,5,0,250,0,5,3,9,0.7,5,2018,3419,1,4,1,1,0.5,1,1,3
1007,9,1529,95,45,3,0,1186,0,16,2,2,0.1,0,2023,3648,0,5,0,0,2.0,0,0,3
652,12,559,173,17,3,1,77,0,12,11,5,0.7,10,2015,1974,9,5,1,1,2.4,0,1,0
1504,7,973,142,34,3,1,507,1,7,15,9,0.7,2,2016,2806,12,8,0,1,1.5,0,0,2
1726,13,1223,193,51,3,0,379,1,13,3,4,0.6,9,2018,2239,2,4,1,1,0.9,0,1,2
1029,15,956,171,5,2,1,264,1,4,8,3,0.2,7,2017,582,5,5,1,1,1.9,1,1,0
1582,17,1797,112,44,3,1,1486,1,10,13,7,0.5,10,2015,3890,2,6,0,1,2.8,1,0,3
1478,5,882,99,48,3,0,694,1,6,17,6,0.7,2,2019,1141,12,5,1,0,0.8,0,1,1
1178,6,596,101,49,2,0,579,0,17,0,8,0.6,3,2021,2511,0,5,1,0,1.3,0,0,2
707,9,574,131,25,3,0,495,1,7,17,3,0.8,2,2016,3838,2,3,0,1,2.1,0,1,3
755,10,990,186,51,5,1,315,1,16,12,5,0.3,1,2019,2734,5,4,1,1,2.8,0,0,2
912,19,1053,161,54,5,0,329,0,20,5,10,0.3,5,2020,2330,1,8,1,0,2.0,1,0,1
651,14,858,176,63,4,1,548,0,19,4,4,0.2,9,2021,2244,2,5,1,1,0.8,1,1,1
1483,15,758,176,54,5,1,531,0,2,2,4,0.2,13,2015,1851,1,7,0,1,2.1,1,0,1
914,11,1495,100,4,1,0,191,0,5,12,4,0.8,7,2021,808,2,2,1,1,0.9,1,0,0
1456,6,1104,105,7,1,0,823,1,20,12,10,0.4,5,2018,1587,7,5,1,1,0.5,0,1,1
1178,16,1352,84,57,1,0,96,0,10,17,8,0.3,14,2022,2492,6,3,0,1,2.2,1,1,2
1503,15,1304,166,43,2,1,841,0,2,14,6,0.2,1,2018,2122,10,4,1,1,0.7,0,0,2
1681,12,1205,158,11,5,0,195,1,16,13,3,0.4,6,2020,1122,2,2,1,0,2.5,1,0,0
715,14,562,160,48,1,0,21,0,10,6,10,0.1,2,2023,3709,4,4,0,0,2.3,0,1,2
1876,12,585,182,56,4,1,235,0,18,4,5,0.4,2,2019,3021,3,3,0,1,2.8,0,1,2
1190,9,1441,186,47,2,0,1417,1,19,10,6,0.3,3,2018,624,9,6,1,1,2.2,1,1,0
1755,8,1075,134,24,4,1,286,1,7,2,5,0.1,1,2022,3937,0,7,1,1,1.3,0,0,3
1197,19,1629,149,20,5,1,649,1,4,7,6,0.5,5,2023,1797,3,6,0,1,1.3,1,0,1
1048,5,1975,194,28,3,1,966,1,15,19,8,0.8,1,2018,1458,10,2,1,1,0.9,0,0,1
1887,18,1798,126,17,4,1,1172,0,16,7,7,0.2,16,2017,3348,6,8,1,1,3.0,1,1,3
1772,5,545,116,64,3,0,270,1,20,15,5,0.7,2,2022,1834,3,8,1,0,0.5,1,1,1
1421,13,1657,165,57,2,1,781,1,14,2,10,0.4,8,2019,2775,0,1,0,1,2.8,0,0,3
1464,13,1341,153,17,4,1,418,0,19,8,6,0.7,6,2016,1277,0,6,0,1,0.5,0,1,1
728,17,817,111,23,4,0,126,1,16,5,4,0.8,10,2023,457,4,4,0,1,2.3,1,1,0
954,17,1058,134,50,2,0,228,0,2,11,9,0.3,0,2017,438,0,2,1,1,0.5,0,0,0
685,15,1203,82,13,2,1,1091,1,2,15,4,0.8,7,2016,3210,8,7,0,1,0.5,1,1,3
1472,12,1744,130,36,1,0,1452,0,7,10,1,0.5,11,2015,985,1,6,0,1,2.8,1,1,1
853,15,740,200,3,5,1,674,0,8,16,7,0.6,8,2022,3701,10,2,1,1,2.0,1,0,3
1469,8,1133,123,8,4,0,398,0,3,0,7,0.7,1,2017,1052,0,7,0,0,2.1,1,0,0
1310,16,889,135,57,4,0,449,0,8,9,4,0.9,0,2021,1175,6,8,1,0,2.3,0,1,0
1654,8,1719,146,11,2,0,1184,1,14,2,3,0.3,1,2015,1070,1,7,0,1,1.8,1,0,1
902,12,1285,134,3,2,0,675,1,15,9,8,0.3,11,2015,3411,3,7,1,0,0.7,0,0,3
1448,12,1850,156,26,5,0,1792,0,6,16,5,1.0,9,2023,1175,13,3,0,0,1.4,1,1,1
1631,13,1905,198,3,2,1,177,0,13,12,10,0.1,5,2022,301,2,7,0,1,0.9,0,1,0
1608,15,1158,183,28,3,0,1013,1,8,13,7,0.4,11,2017,489,7,2,0,0,1.8,0,1,0
1991,5,1325,145,64,3,1,1058,0,8,13,4,0.9,3,2020,1733,5,2,1,1,2.7,1,0,2
1349,11,772,114,62,3,0,592,0,4,16,4,0.3,3,2017,2756,15,5,0,1,2.0,0,1,2
1589,8,1743,195,51,3,1,810,0,16,18,8,0.8,2,2018,2612,5,1,0,1,2.5,0,0,2
1844,5,882,158,51,5,0,533,1,14,3,8,0.7,1,2015,1724,1,8,1,0,2.3,1,1,1
712,16,1208,84,35,4,1,558,1,4,10,2,0.2,12,2019,2190,3,2,1,1,0.5,1,1,1
972,16,1050,107,54,3,1,681,1,19,4,2,0.7,8,2015,1900,0,3,1,1,1.7,0,0,1
1406,9,1366,98,34,2,1,1017,1,2,5,3,0.8,8,2015,3915,2,3,0,1,0.5,0,1,3
1289,6,899,178,25,3,1,765,0,11,12,3,1.0,2,2021,1043,10,6,0,1,0.9,1,0,0
932,8,1224,154,64,5,0,1176,1,9,2,1,0.7,7,2020,3817,1,7,0,1,1.3,1,0,3
1747,17,1131,94,48,2,1,947,0,19,19,3,0.7,2,2016,2362,6,3,1,1,0.9,1,0,2
1172,7,1884,95,41,3,0,1314,0,5,7,6,0.1,3,2016,1107,4,3,1,0,2.1,0,1,1
1128,14,1370,84,53,4,0,609,0,12,14,8,0.4,9,2021,2982,12,5,1,1,1.4,1,0,3
664,17,1497,106,28,2,0,754,0,19,5,10,0.9,15,2015,2042,0,5,0,1,1.2,1,1,1
513,5,867,186,44,2,1,619,0,9,12,6,0.1,1,2016,1343,6,4,1,1,0.5,1,0,0
1742,12,681,170,43,4,1,453,1,10,12,5,0.4,3,2022,2610,9,7,0,1,2.3,0,1,2
1512,15,884,162,6,2,0,205,1,7,17,4,0.7,7,2020,2335,12,7,1,1,1.7,1,0,2
1986,17,1358,165,51,3,1,282,1,3,20,3,0.1,12,2016,1614,3,8,0,1,0.5,1,1,1
965,9,998,109,13,2,0,130,0,10,14,4,1.0,8,2021,1138,5,2,1,0,1.5,1,1,0
1067,16,1989,122,40,3,1,494,0,11,15,7,0.6,14,2018,604,3,8,1,1,2.4,0,1,0
1583,14,862,118,42,4,1,275,0,9,10,1,0.8,10,2016,3652,5,3,1,1,1.6,0,0,3
1653,19,1785,176,37,1,1,447,1,18,6,7,0.9,4,2020,3955,2,4,0,1,0.5,1,1,3
1433,11,799,133,4,4,0,281,1,4,11,1,0.7,9,2023,258,7,8,0,1,1.6,1,0,0
765,11,793,153,18,3,1,6,0,16,0,2,0.1,1,2023,1066,0,7,0,1,2.9,1,0,0
1845,9,695,96,61,5,0,292,0,6,12,4,0.3,5,2022,1731,10,1,1,0,0.5,0,1,1
752,7,728,87,48,4,0,164,0,16,13,1,0.7,5,2017,3860,1,7,0,0,0.5,0,1,3
1948,9,1940,100,16,5,0,631,0,17,10,9,0.1,7,2017,3630,8,5,0,0,2.8,1,1,3
1077,6,1304,174,45,5,1,897,0,6,4,6,1.0,2,2016,1965,0,3,0,1,2.5,1,1,1
932,6,1078,104,60,3,1,268,0,19,2,1,0.7,1,2019,1459,1,4,1,1,0.5,1,0,0
1968,9,1259,115,22,3,0,861,1,7,7,1,0.8,8,2018,2323,0,3,0,0,0.9,0,0,2
1122,11,790,120,2,1,0,331,1,13,14,6,0.6,2,2021,3291,9,4,0,1,1.2,1,0,2
1588,18,1594,159,61,2,1,1064,0,17,13,4,0.8,0,2018,3272,0,1,0,1,0.5,1,0,3
601,9,548,101,26,4,0,509,0,12,18,4,0.3,1,2023,918,4,4,0,0,2.1,0,0,0
1615,16,1256,132,15,3,0,622,1,3,16,6,0.1,2,2016,3488,14,4,0,0,0.5,0,0,3
1589,16,1911,128,58,4,0,957,1,14,4,7,0.1,14,2020,3961,2,4,1,1,2.2,0,1,3
1417,11,1649,114,56,5,1,494,1,6,4,9,0.9,3,2021,590,2,6,1,1,2.7,0,0,0
1697,15,1264,95,34,2,1,236,0,8,3,10,0.1,9,2018,3701,1,1,1,1,0.7,1,0,3
1330,14,1262,83,3,1,0,980,1,11,17,5,0.3,6,2020,463,14,5,1,0,1.3,0,1,0
1476,15,1972,148,43,4,1,1789,1,6,2,9,0.7,10,2021,3644,0,2,0,1,0.5,0,0,3
1579,16,1484,142,27,2,0,831,1,10,18,4,0.2,4,2018,1713,0,6,1,1,1.5,1,0,1
1277,9,1090,200,41,1,1,902,1,14,3,10,0.3,4,2022,429,0,4,0,1,3.0,1,0,0
1089,13,1259,145,2,4,1,636,1,10,15,2,0.7,12,2023,2765,12,5,1,1,0.9,0,1,2
1663,7,1439,169,27,2,1,831,0,18,14,3,0.3,1,2015,2084,13,4,1,1,2.5,0,1,2
1949,17,592,186,20,3,0,518,0,9,4,1,0.8,10,2021,1125,0,5,0,0,1.8,0,0,1
1138,6,1777,109,48,4,1,233,1,18,14,6,0.6,0,2023,2048,5,3,0,1,1.1,1,0,2
685,8,870,174,17,2,0,725,1,18,20,6,0.3,0,2019,1223,7,6,0,1,2.7,0,0,0
1889,5,1106,132,31,1,1,170,1,3,10,1,1.0,1,2016,3672,5,1,0,1,2.8,1,0,3
857,17,948,195,17,2,0,157,0,13,9,3,0.2,5,2020,3100,3,7,1,1,2.0,1,1,2
1902,11,1393,124,50,3,0,1142,0,18,9,5,0.8,8,2021,343,6,8,0,0,2.8,1,1,0
1225,16,982,155,15,4,0,840,0,15,0,3,0.1,8,2016,1970,0,5,1,1,2.4,1,0,1
1066,6,1586,131,39,4,0,401,1,17,17,10,0.6,0,2016,2728,5,5,0,1,1.6,1,0,2
1554,7,1579,124,5,4,0,395,0,18,12,3,1.0,4,2015,3635,11,3,1,0,0.5,0,1,3
1337,7,644,186,31,3,0,48,1,16,20,10,0.8,4,2018,2180,13,2,0,1,0.5,0,0,1
1926,6,1157,172,33,1,1,982,0,14,2,3,0.4,1,2021,2488,1,3,1,1,1.7,0,1,2
869,13,539,104,34,4,0,478,0,11,4,5,0.1,3,2023,3864,3,2,0,1,1.3,0,1,3
1278,7,750,104,54,1,0,581,1,20,16,5,0.1,1,2017,1155,1,8,1,0,0.5,0,1,0
1773,17,1472,170,32,2,1,1215,1,13,18,4,0.6,6,2021,3566,16,6,1,1,2.5,0,0,3
1661,9,1337,109,6,1,1,594,1,2,2,1,1.0,8,2021,864,1,7,1,1,0.8,0,1,1
1438,19,1663,176,32,1,1,683,1,9,6,5,0.6,13,2021,869,0,7,0,1,2.2,1,0,0
1661,9,861,119,29,4,0,536,1,9,0,10,0.3,2,2016,591,0,2,1,1,1.4,1,0,0
1846,15,773,159,19,5,0,83,1,11,2,5,0.7,6,2020,1333,1,1,1,0,0.6,1,0,1
1260,12,1313,123,23,5,1,905,1,10,10,4,0.2,11,2016,2208,2,7,1,1,2.0,0,1,2
512,18,1849,83,15,3,0,249,1,15,15,6,0.9,14,2020,2610,7,3,1,0,0.5,1,1,2
581,19,1613,185,59,3,0,803,1,9,6,10,0.7,17,2017,2819,0,5,0,0,2.2,0,0,2
1872,9,1259,134,44,5,0,459,1,15,15,4,0.7,4,2016,1955,6,3,1,1,2.3,0,0,2
687,14,1151,151,50,2,1,584,0,8,20,7,0.6,6,2020,3416,9,4,1,1,1.3,1,0,3
1062,7,1807,160,10,4,0,1596,1,16,13,7,0.9,3,2016,3803,6,1,1,0,2.5,0,1,3
1678,5,1763,192,7,4,0,418,0,19,14,2,0.5,3,2019,574,11,1,1,1,2.3,0,1,0
1417,13,1029,166,45,2,1,364,1,12,19,3,0.9,9,2016,2129,10,4,1,1,0.5,0,0,1
1074,13,952,103,9,2,1,946,1,18,14,1,0.9,1,2017,1948,2,6,0,1,2.4,1,1,1
1832,18,654,90,2,5,0,186,0,18,6,8,0.6,7,2017,2978,2,7,0,0,0.7,0,0,2
1039,7,1827,200,12,3,1,1428,1,10,0,9,0.8,1,2020,1619,0,8,0,1,1.3,1,0,1
1059,15,1916,134,61,2,0,1613,0,11,18,4,0.1,13,2020,3716,8,3,0,1,2.4,1,0,3
1606,13,1924,154,57,3,0,1127,1,20,4,6,0.1,8,2017,3454,3,4,0,0,1.4,0,0,3
1928,7,1580,187,19,1,1,691,1,13,20,9,1.0,2,2017,3777,9,3,1,1,1.8,1,0,3
1875,7,1942,91,55,4,1,1802,1,6,17,6,0.7,2,2015,2712,11,1,1,1,0.5,0,1,3
1128,5,1582,135,46,5,1,751,0,11,10,9,0.9,0,2021,1434,9,8,1,1,1.1,0,0,1
1748,16,1234,146,14,4,1,859,1,3,7,4,0.5,12,2022,3968,6,3,0,1,1.7,0,1,3
1413,16,517,117,51,5,0,187,0,2,11,8,0.3,5,2016,3383,5,5,0,0,0.5,0,1,3
825,8,1917,86,23,1,1,206,1,2,0,9,0.1,6,2018,3278,0,2,0,1,0.5,0,1,3
1589,16,1759,100,26,4,1,1673,1,18,16,4,0.1,8,2021,3970,3,8,1,1,1.4,0,0,3
535,14,939,145,54,1,1,710,0,10,15,5,0.5,8,2022,2674,8,8,1,1,0.5,0,1,2
1780,19,1463,190,27,5,0,1331,1,14,11,8,0.1,17,2015,2776,6,4,1,1,0.5,1,0,3
1671,10,848,129,61,2,1,263,0,7,11,10,0.1,4,2018,2336,7,2,0,1,0.6,0,1,2
1821,7,1803,114,12,4,1,97,1,6,18,6,0.3,4,2020,2430,9,1,0,1,0.9,1,0,2
1076,18,915,119,38,1,1,129,0,9,8,7,0.7,3,2017,891,3,6,1,1,2.6,1,0,0
532,13,1354,193,8,4,0,1213,0,8,10,3,0.1,5,2019,728,3,5,1,1,0.8,1,1,0
777,14,1143,148,30,4,0,189,0,7,17,7,0.9,10,2023,3886,3,5,1,1,2.6,0,0,3
1217,7,632,182,17,4,0,628,1,9,13,8,0.5,3,2017,1711,3,4,1,1,0.5,0,0,1
1656,14,899,117,16,3,0,320,1,20,2,10,1.0,3,2019,2856,0,7,1,1,1.6,1,1,2
1185,16,1642,152,31,1,0,837,1,3,7,6,0.4,2,2022,2447,0,8,0,1,1.9,1,0,2
577,11,1450,161,37,1,1,1087,1,19,20,10,0.9,7,2020,814,8,6,0,1,2.4,1,0,0
737,7,1463,193,49,4,0,781,0,10,16,9,0.6,0,2018,2951,7,4,1,0,2.4,1,1,2
704,7,1013,186,53,2,0,251,1,15,6,6,0.2,1,2022,3653,4,6,0,1,2.2,1,1,2
525,18,1587,137,51,4,0,262,0,12,11,9,0.5,3,2017,1891,5,8,1,0,0.5,1,1,1
504,17,1665,166,16,3,0,767,1,15,9,4,0.1,15,2017,701,5,1,1,1,0.5,0,1,0
793,6,1815,176,38,5,1,1226,1,12,7,8,0.6,1,2018,3139,1,4,0,1,1.2,1,1,3
569,7,739,184,39,3,0,389,1,7,9,4,0.1,6,2023,2811,2,8,0,1,0.6,0,1,1
1590,11,963,160,21,2,1,920,1,4,18,2,1.0,4,2019,1701,3,5,0,1,1.9,0,1,1
707,17,1508,194,16,4,1,1027,1,12,0,10,0.1,14,2022,1853,0,2,0,1,0.5,1,0,1
767,6,1000,185,19,1,1,271,1,6,17,9,0.2,1,2020,2445,16,6,0,1,1.9,1,0,1
1350,15,544,181,50,4,1,369,0,8,4,5,0.8,1,2017,2287,0,8,1,1,0.5,1,1,1
1117,8,1627,146,31,2,0,1258,1,14,7,4,0.2,7,2022,2003,0,2,1,0,0.6,1,1,2
641,7,759,192,7,1,1,417,1,19,3,2,0.9,5,2023,3595,0,1,1,1,1.1,1,0,2
1002,16,1416,83,35,3,1,1345,1,19,4,1,0.5,5,2022,1726,0,2,0,1,0.8,0,1,1
1408,8,1088,89,45,5,0,613,1,3,14,7,0.9,6,2018,3952,10,5,1,0,2.1,0,1,3
1900,5,1596,190,41,5,0,912,1,4,6,6,0.5,1,2020,850,1,8,1,1,2.0,1,1,1
726,17,760,101,43,4,0,666,0,8,0,2,0.1,2,2015,1446,0,8,0,1,2.9,1,0,0
1544,8,857,113,45,3,1,236,0,18,20,8,0.1,7,2018,1300,12,8,0,1,2.3,1,0,1
1454,14,1100,160,21,2,1,186,1,10,10,4,0.2,10,2022,719,6,4,1,1,1.6,1,0,0
1230,11,676,123,26,5,0,416,1,9,7,8,0.8,5,2015,988,6,5,1,0,2.2,1,1,0
1552,13,658,180,53,3,1,430,0,12,18,7,0.3,6,2017,2606,10,8,0,1,1.2,0,0,2
1519,11,1239,200,32,4,0,168,0,15,10,5,0.7,10,2015,2912,0,1,0,1,2.1,1,0,2
723,19,1901,102,30,1,0,1467,1,17,7,10,0.3,9,2023,2339,4,1,1,0,1.9,1,0,2
1191,14,1813,169,13,4,0,179,1,8,7,10,0.9,6,2016,1028,2,1,0,1,2.4,1,1,0
1168,9,1578,90,61,4,0,159,1,17,10,8,0.1,4,2023,3173,9,8,0,0,1.3,0,0,3
1229,17,1878,191,14,3,0,120,1,17,16,9,0.8,6,2018,1667,15,2,0,0,0.5,0,1,1
1758,6,1864,190,13,5,1,762,0,15,14,5,0.6,2,2016,1897,11,8,1,1,0.5,0,0,2
1290,9,1109,143,3,3,0,600,1,15,4,10,0.1,8,2018,1214,0,6,0,0,0.5,1,0,1
574,8,1171,90,38,1,0,286,0,10,17,5,0.1,7,2020,3269,16,6,0,0,2.8,1,1,2
1271,15,1949,113,32,3,0,1350,1,14,15,2,0.1,14,2021,445,12,7,1,0,0.5,0,0,0
1170,6,1722,83,30,2,0,27,0,8,15,5,0.4,4,2017,1073,4,8,1,1,1.2,1,0,0
1269,18,1920,118,52,4,0,1597,0,5,15,3,0.8,5,2017,665,14,2,1,0,1.3,0,0,1
1288,17,1809,121,50,5,0,1177,0,2,20,7,0.1,6,2022,3129,15,2,0,0,2.8,0,1,3
1366,13,964,150,34,1,1,402,0,3,9,10,0.1,11,2019,3501,0,2,1,1,0.7,0,1,3
1572,6,1237,169,8,4,1,577,1,10,8,5,0.8,3,2018,3461,7,5,1,1,0.8,1,1,3
1627,12,1082,180,32,3,1,52,0,16,16,8,0.1,6,2021,3206,9,6,0,1,0.9,1,1,3
1701,11,828,115,46,2,1,364,0,10,15,1,0.9,0,2021,3717,13,2,1,1,0.5,1,0,3
1900,15,1241,171,55,3,1,934,1,18,1,3,0.9,5,2023,3917,0,1,1,1,0.5,0,1,3
1974,7,545,80,24,4,0,250,1,6,13,3,0.3,4,2023,861,4,7,0,1,1.0,0,0,0
1197,19,1710,129,20,1,0,214,1,14,10,9,0.1,7,2019,2885,9,5,1,1,0.5,1,1,2
587,9,1793,170,6,5,0,612,0,14,16,5,0.7,2,2022,2777,4,1,1,1,2.3,1,1,2
934,12,1463,112,24,4,0,1111,1,9,12,9,0.8,7,2015,1017,7,5,0,0,1.1,0,0,0
1195,13,1100,82,23,1,1,163,0,17,9,9,0.1,9,2023,980,1,4,0,1,2.0,0,1,0
